醫事機構代碼,醫事機構名稱,醫事機構地址,醫事機構電話,成人口罩總剩餘數,兒童口罩剩餘數,來源資料時間
5939051229,祥安藥局,雲林縣土庫鎮東平里馬光路３８－１號,(05)6656610,0,108,2020/02/10 05:47:37
5939060111,慶輝藥局,雲林縣北港鎮華勝里大同路２３２號,(05)7835078,0,120,2020/02/10 05:47:37
5939060184,慧民藥局,雲林縣北港鎮仁安里文化路７１號,(05)7821764,0,44,2020/02/10 05:47:37
5939060255,家庭藥局,雲林縣北港鎮文化路１０１號,(05)7826739,0,72,2020/02/10 05:47:37
5939060317,益安大藥局,雲林縣北港鎮華勝里公園路１８之２號,(05)7730779,0,2,2020/02/10 05:47:37
5939060371,宏仁藥局,雲林縣北港鎮大同路３３２號,(05)7839890,0,78,2020/02/10 05:47:37
5939061412,久久藥局,雲林縣北港鎮華勝里公園路４１號,(05)7835949,0,125,2020/02/10 05:47:37
5939061494,聯勝藥局,雲林縣北港鎮文昌路１０６號,(05)7833220,14,40,2020/02/10 05:47:37
5939061501,南方藥局,雲林縣北港鎮共榮里博愛路１１９號,(05)7832178,0,102,2020/02/10 05:47:37
5939061583,大元藥局,雲林縣北港鎮民樂路７２號,(05)7833636,0,40,2020/02/10 05:47:37
5939061618,鉉通中西藥局,雲林縣北港鎮文仁路４４８號,(05)7825959,0,24,2020/02/10 05:47:37
5939061743,貝比藥局,雲林縣北港鎮民享路３３－２號,(05)7824626,0,34,2020/02/10 05:47:37
5939061789,樂芯藥局,雲林縣北港鎮文化路１６６號,(05)7820005,0,12,2020/02/10 05:47:37
5939061805,宜康藥局,雲林縣北港鎮公園路１５９號,(05)7820685,0,30,2020/02/10 05:47:37
5939061850,北港家源藥局,雲林縣北港鎮大同路３０３號,(05)7832104,0,68,2020/02/10 05:47:37
5939061869,德豐藥局,雲林縣北港鎮公園路１２號,(05)7835338,0,74,2020/02/10 05:47:37
5939061887,大樹北港藥局,雲林縣北港鎮華勝路９９號,(05)7830783,0,50,2020/02/10 05:47:37
5939061903,大同瑞安藥局,雲林縣北港鎮大同路２１５號,(05)7831720,10,8,2020/02/10 05:47:37
5939070135,鴻銘藥局,雲林縣古坑鄉西平村中山路３７７號,(05)5821267,143,112,2020/02/10 05:47:37
5939070162,廣醫藥局,雲林縣古坑鄉西平村中山路２１９號,(05)5829703,0,50,2020/02/10 05:47:37
5939071196,華慶藥局,雲林縣古坑鄉中山路７９號,(05)5825488,0,100,2020/02/10 05:47:37
5939071203,朝陽藥局,雲林縣古坑鄉中山路２３８號,(05)5828873,0,71,2020/02/10 05:47:37
5939071276,慈生藥局,雲林縣古坑鄉麻園村平和２２號,(05)5828222,26,157,2020/02/10 05:47:37
5939071285,振明藥局,雲林縣古坑鄉中山路１７０號,(05)5821229,0,94,2020/02/10 05:47:37
5939071294,元林中西藥局,雲林縣古坑鄉西平村西平路９－２號１樓,(05)5828229,0,48,2020/02/10 05:47:37
5939071310,禾安藥局,雲林縣古坑鄉中正路９６號,(05)5828318,0,29,2020/02/10 05:47:37
5939080015,茂恩藥局,雲林縣大埤鄉南和村中正路５２之２號,(05)5913677,0,22,2020/02/10 05:47:37
5939081094,尚成藥局,雲林縣大埤鄉中山路７６號,(05)5910088,8,0,2020/02/10 05:47:37
5939090146,明泰藥局,雲林縣莿桐鄉莿桐村中山路１０６號,(05)5842824,0,18,2020/02/10 05:47:37
5939091170,西河藥局,雲林縣莿桐鄉饒平村饒平路１０２號,(05)5842950,0,48,2020/02/10 05:47:37
5939091278,大美社區藥局,雲林縣莿桐鄉大美村２３－１號,(05)5848579,0,18,2020/02/10 05:47:37
5939091287,順安藥局,雲林縣莿桐鄉饒平村饒平南路２６號,(05)5842329,0,28,2020/02/10 05:47:37
5939091296,安安藥局,雲林縣莿桐鄉西安路３－２號,(05)5841328,20,62,2020/02/10 05:47:37
5939091303,莿桐台丞藥局,雲林縣莿桐鄉中正路１６６號,(05)5840808,0,28,2020/02/10 05:47:37
5939100030,仁愛藥局,雲林縣林內鄉林中村中正路１８４號,(05)5892259,1,0,2020/02/10 05:47:37
5939100058,文生堂藥局,雲林縣林內鄉光復路２２號,(05)5895103,196,84,2020/02/10 05:47:37
5939101108,禾萊藥局,雲林縣林內鄉重興村１４６－８號,(05)5894790,0,12,2020/02/10 05:47:37
5939110027,清華藥局,雲林縣二崙鄉崙東村中山路一段２８４號,(05)5982438,0,20,2020/02/10 05:47:37
5939111239,成恩藥局,雲林縣二崙鄉油車村文化路２３６號,(05)5989955,0,16,2020/02/10 05:47:37
5939120050,韓藥局,雲林縣崙背鄉中山路１６３號,(05)6962462,0,80,2020/02/10 05:47:37
5939120069,慈恩藥局,雲林縣崙背鄉南陽村永昌路６２號,(05)6964122,0,42,2020/02/10 05:47:37
5939121119,聖心藥局,雲林縣崙背鄉南陽村中山路１９３號,(05)6967273,0,67,2020/02/10 05:47:37
5939121137,莊藥局,雲林縣崙背鄉民權路１８０號,(05)6960510,8,106,2020/02/10 05:47:37
5939121164,立洲藥局,雲林縣崙背鄉正義路２９１、２９３號,(05)6969331,0,34,2020/02/10 05:47:37
5939121173,元美藥局,雲林縣崙背鄉港尾村６１－２號,(05)6962496,0,56,2020/02/10 05:47:37
5939121208,詠大藥局,雲林縣崙背鄉南陽村中山路１０９－２號,(05)6967990,0,22,2020/02/10 05:47:37
5939121217,美康藥局,雲林縣崙背鄉西榮村中山路３８０號,(05)6961500,0,122,2020/02/10 05:47:37
5939121253,崙背台丞藥局,雲林縣崙背鄉建國路５６號,(05)6966789,0,36,2020/02/10 05:47:37
5939130029,見春藥局,雲林縣麥寮鄉橋頭村仁德路７４號,(05)6912265,0,38,2020/02/10 05:47:37
5939130109,祐民保健藥局,雲林縣麥寮鄉橋頭村仁德路４９號,(05)6910919,0,64,2020/02/10 05:47:37
5939131151,三芳藥局,雲林縣麥寮鄉橋頭村仁德路１７６號,(05)6911053,0,12,2020/02/10 05:47:37
5939131286,新興藥局,雲林縣麥寮鄉麥豐村新興路３７－１號,(05)6938030,0,50,2020/02/10 05:47:37
5939131400,正鴻健保藥局,雲林縣麥寮鄉表福路３５號,(05)6938786,0,74,2020/02/10 05:47:37
5939131419,怡安藥局,雲林縣麥寮鄉中山路１０８─２號,(05)6930634,204,48,2020/02/10 05:47:37
5939131437,立昇藥局,雲林縣麥寮鄉華興路９１號,(05)6933066,200,50,2020/02/10 05:47:37
5939131446,和勇藥局,雲林縣麥寮鄉橋頭村仁德路１１８號,(05)6913861,0,10,2020/02/10 05:47:37
5939131473,立昇藥局,雲林縣麥寮鄉華興路９１號,(05)6933066,1,0,2020/02/10 05:47:37
5939140016,謝藥局,雲林縣東勢鄉東南村東勢東路６９號,(05)6991058,200,72,2020/02/10 05:47:37
5939140034,豐安藥局,雲林縣東勢鄉東北村康安路７６號,(05)6991672,0,87,2020/02/10 05:47:37
5939140061,義和堂中西藥局,雲林縣東勢鄉東南村東勢東路１２號,(05)6991028,1,103,2020/02/10 05:47:37
5939141139,東新藥局,雲林縣東勢鄉東勢西路５５號,(05)6998959,5,53,2020/02/10 05:47:37
5939141219,安康藥局,雲林縣東勢鄉東南村康安路１８號,(05)6993866,0,74,2020/02/10 05:47:37
5939150067,召安大藥局,雲林縣褒忠鄉中勝村中正路４５６之１號,(05)6976066,2,4,2020/02/10 05:47:37
5939151091,立佳藥局,雲林縣褒忠鄉中正路８９號,(05)6977840,38,84,2020/02/10 05:47:37
5939151135,三民藥局,雲林縣褒忠鄉三民路１５號,(05)6975515,162,48,2020/02/10 05:47:37
5939161140,木川藥局,雲林縣台西鄉中山路３９３號,(05)6986220,0,28,2020/02/10 05:47:37
5939161168,全家藥局,雲林縣台西鄉民生路２４號,(05)6984607,0,26,2020/02/10 05:47:37
5939170023,永昇藥局,雲林縣元長鄉下寮村東庄路３５號,(05)7861838,0,30,2020/02/10 05:47:37
5939171039,嘉民藥局,雲林縣元長鄉長南村元南路６２號,(05)7880513,202,130,2020/02/10 05:47:37
5939171075,立安藥局,雲林縣元長鄉南興路１１之４號,(05)7981995,26,100,2020/02/10 05:47:37
5939171093,和平藥局,雲林縣元長鄉下寮村東興路３３號,(05)7862551,8,78,2020/02/10 05:47:37
5939171100,維恩健保藥局,雲林縣元長鄉長北村中山路５８號,(05)7882062,0,28,2020/02/10 05:47:37
5939171119,順元藥局,雲林縣元長鄉中山路２５號,(05)7886555,0,66,2020/02/10 05:47:37
5939180010,仁醫堂中西藥局,雲林縣四湖鄉大同路１９號,(05)7723399,0,128,2020/02/10 05:47:37
5939180074,仁安堂藥局,雲林縣四湖鄉中山西路１８５號,(05)7875563,0,68,2020/02/10 05:47:37
5939181124,小林藥局,雲林縣四湖鄉中正路４２９號,(05)7876917,0,2,2020/02/10 05:47:37
5939181133,陽明藥局,雲林縣四湖鄉中正路４２２號,(05)7876519,50,100,2020/02/10 05:47:37
5939181231,大家藥局,雲林縣四湖鄉中正路４３３號,(05)7877435,0,72,2020/02/10 05:47:37
5939181302,應生藥局,雲林縣四湖鄉中正路３７８號,(05)7877235,0,132,2020/02/10 05:47:37
5939181339,威仁藥局,雲林縣四湖鄉中山西路７０號,(05)7875041,0,39,2020/02/10 05:47:37
5939181357,心安藥局,雲林縣四湖鄉中山西路６６－１號,(05)7876098,80,82,2020/02/10 05:47:37
5939181366,好美麗藥局,雲林縣四湖鄉中正路７３－３０號,(05)7874609,104,94,2020/02/10 05:47:37
5939190025,呂藥師藥局,雲林縣口湖鄉梧南村文光路１２號,(05)7907472,0,106,2020/02/10 05:47:37
5939190061,盟生藥局,雲林縣口湖鄉梧南村文光路９５之６號,(05)7907159,0,16,2020/02/10 05:47:37
5939190114,陳永明藥局,雲林縣口湖鄉梧南村光明路５９號,(05)7907468,0,112,2020/02/10 05:47:37
5939191139,寶健藥局,雲林縣口湖鄉梧南村光明路１７２號,(05)7907453,0,72,2020/02/10 05:47:37
5939191175,安泰藥局,雲林縣口湖鄉湖東村文安街３４號,(05)7893589,0,64,2020/02/10 05:47:37
5939191326,順生藥局,雲林縣口湖鄉口湖村口湖路３２４號,(05)7895799,0,24,2020/02/10 05:47:37
5939191371,好厝邊藥局,雲林縣口湖鄉崙東村明仁路３３號,(05)7993072,0,56,2020/02/10 05:47:37
5939191380,亞洲藥局,雲林縣口湖鄉崙東村中山路７８－２號,(05)7991108,0,24,2020/02/10 05:47:37
5939200011,優生藥局,雲林縣水林鄉水林路９９巷２號,(05)7856307,2,102,2020/02/10 05:47:37
5939200053,嘉南藥局,雲林縣水林鄉水北村自強街２號,(05)7853216,0,69,2020/02/10 05:47:37
5939201158,健安藥局,雲林縣水林鄉松北村蔦松路６９之１號,(05)7841025,0,112,2020/02/10 05:47:37
5939201265,蔦松藥師藥局,雲林縣水林鄉松中村蔦松路１７６號,(05)7840608,0,112,2020/02/10 05:47:37
5939201283,義生藥局,雲林縣水林鄉水林路１９７號,(05)7853701,0,34,2020/02/10 05:47:37
5939201318,玉璽藥局,雲林縣水林鄉水南村水林路１１５號,(05)7856019,0,42,2020/02/10 05:47:37
5939201327,金花藥局,雲林縣水林鄉水北村水林路２２２號,(05)7856112,22,96,2020/02/10 05:47:37
5940011286,榮一藥局,嘉義縣朴子市山通路６１號,(05)3792448,0,1,2020/02/10 05:47:37
5940011295,正仁藥局,嘉義縣朴子市竹圍里南通路三段５５９號,(05)3798978,0,75,2020/02/10 05:47:37
5940011302,開元藥局,嘉義縣朴子市開元路１５４號,(05)3700014,0,6,2020/02/10 05:47:37
5940011400,一信藥局,嘉義縣朴子市山通路１３２號,(05)3792323,0,18,2020/02/10 05:47:37
5940011482,杏安藥局,嘉義縣朴子市海通路９８－４號,(05)3702268,0,32,2020/02/10 05:47:37
5940011553,承信健保藥局,嘉義縣朴子市新榮路１４８號,(05)3703350,0,28,2020/02/10 05:47:37
5940011606,德家藥局,嘉義縣朴子市文化里１２鄰海通路２１－５號,(05)3709595,0,66,2020/02/10 05:47:37
5940011688,久久藥局,嘉義縣朴子市中興路６５號,(05)3704552,6,34,2020/02/10 05:47:37
5940011704,長安藥局,嘉義縣朴子市嘉朴路西段９１號,(05)3625009,0,8,2020/02/10 05:47:37
5940011786,朴子藥局,嘉義縣朴子市竹圍里海通路４３－８號,(05)3703223,0,49,2020/02/10 05:47:37
5940011820,華信藥局,嘉義縣朴子市朴子市平和里市東路２８號,(05)3705889,2,22,2020/02/10 05:47:37
5940011848,鼎元藥局,嘉義縣朴子市竹圍里八德路４５號１樓,(05)3661102,0,10,2020/02/10 05:47:37
5940021086,進發藥局,嘉義縣布袋鎮興中里後寮路７２巷２７號,(05)3470388,0,83,2020/02/10 05:47:37
5940021157,康富藥師藥局,嘉義縣布袋鎮博愛二街２２號,(05)3470511,0,36,2020/02/10 05:47:37
5940030021,一富藥局,嘉義縣大林鎮平林里蘭洲街１２號,(05)2654357,0,9,2020/02/10 05:47:37
5940030058,萬有藥局,嘉義縣大林鎮平林里民權路３６號,(05)2654246,0,4,2020/02/10 05:47:37
5940031340,光佑藥局,嘉義縣大林鎮東林里平和街３１之３號,(05)2649239,0,2,2020/02/10 05:47:37
5940031359,家寶藥局,嘉義縣大林鎮平林里中興路２６４號,(05)2649000,0,10,2020/02/10 05:47:37
5940031368,溝背藥局,嘉義縣大林鎮義和里三塊厝７－７號,(05)2955878,0,52,2020/02/10 05:47:37
5940031386,大樹大林藥局,嘉義縣大林鎮祥和路１９２號,(05)2641800,0,20,2020/02/10 05:47:37
5940040063,昇平藥局,嘉義縣民雄鄉大崎村十四甲１８－７號,(05)2206835,0,14,2020/02/10 05:47:37
5940040072,三和藥局,嘉義縣民雄鄉中樂村中樂路５３號,(05)2262488,0,34,2020/02/10 05:47:37
5940040170,健安藥局,嘉義縣民雄鄉興南村頭橋４５號,(05)2211797,0,42,2020/02/10 05:47:37
5940040205,神輝中西藥局,嘉義縣民雄鄉東榮村民生路１２號,(05)2263633,2,126,2020/02/10 05:47:37
5940040232,鈞安藥局,嘉義縣民雄鄉山中村１８７之５號,(05)2218622,0,6,2020/02/10 05:47:37
5940040349,正道藥局,嘉義縣民雄鄉中樂村復興路３８號,(05)2268345,242,140,2020/02/10 05:47:37
5940041364,大明藥局,嘉義縣民雄鄉西安路２５號,(05)2060640,0,74,2020/02/10 05:47:37
5940041435,嘉方藥局,嘉義縣民雄鄉中樂村昇平路５８號,(05)2066747,0,56,2020/02/10 05:47:37
5940041515,福樂藥局,嘉義縣民雄鄉福樂村建國路三段２５６號,(05)2130802,0,14,2020/02/10 05:47:37
5940041524,太和大藥局,嘉義縣民雄鄉民生路３０號,(05)2262632,0,50,2020/02/10 05:47:37
5940041542,愛立安藥局,嘉義縣民雄鄉福興１１１號,(05)2203985,0,42,2020/02/10 05:47:37
5940041551,佳佑藥師藥局,嘉義縣民雄鄉福樂村埤角４０８－１０號,(05)2218806,0,44,2020/02/10 05:47:37
5940041560,永安藥局,嘉義縣民雄鄉民族路４９號,(05)2268517,0,100,2020/02/10 05:47:37
5940041613,信宇藥局,嘉義縣民雄鄉建國路三段１４４－１號,(05)2209859,0,3,2020/02/10 05:47:37
5940041668,民雄照安藥局,嘉義縣民雄鄉中樂路２５號１樓,(05)2060368,0,40,2020/02/10 05:47:37
5940041677,大方藥局,嘉義縣民雄鄉中樂村民族路４０－２號,(05)2268560,6,16,2020/02/10 05:47:37
5940041695,春森藥局,嘉義縣民雄鄉建國路一段３１巷９６號之２,(05)2266957,0,107,2020/02/10 05:47:37
5940041702,大祐藥局,嘉義縣民雄鄉西安村２１－１號１樓,(05)2067077,2,86,2020/02/10 05:47:37
5940041711,安心藥局,嘉義縣民雄鄉西安村西安路３６－１號,(05)2063393,62,60,2020/02/10 05:47:37
5940050023,盛安藥局,嘉義縣溪口鄉溪東村溪民路４號,(05)2692663,0,14,2020/02/10 05:47:37
5940050069,明生藥局,嘉義縣溪口鄉溪東村民生街１５５號,(05)2698027,0,64,2020/02/10 05:47:37
5940051075,濟安藥局,嘉義縣溪口鄉溪東村民生街５４號,(05)2696078,0,94,2020/02/10 05:47:37
5940051100,滋元藥局,嘉義縣溪口鄉中正路１０９之３號,(05)2696287,0,102,2020/02/10 05:47:37
5940051119,宇安藥局,嘉義縣溪口鄉坪頂村溪民路３１號,(05)2697736,0,122,2020/02/10 05:47:37
5940051128,大成藥局,嘉義縣溪口鄉溪東村民生街１３９號,(05)2697522,0,62,2020/02/10 05:47:37
5940060056,黃莉雅藥局,嘉義縣新港鄉宮前村新民路１６號,(05)3747329,0,25,2020/02/10 05:47:37
5940061133,新安藥局,嘉義縣新港鄉大興村福德路４２號,(05)3746386,0,48,2020/02/10 05:47:37
5940061160,公園藥局,嘉義縣新港鄉福德村中山路７２巷２０號,(05)3740656,0,2,2020/02/10 05:47:37
5940061188,安馨藥局,嘉義縣新港鄉大興村福德路１８號,(05)3745377,0,34,2020/02/10 05:47:37
5940071102,良信藥局,嘉義縣六腳鄉蒜頭村１９０－５號,(05)3805085,0,5,2020/02/10 05:47:37
5940090045,捷生藥局,嘉義縣義竹鄉六桂村１５２之３號,(05)3418593,0,2,2020/02/10 05:47:37
5940090081,永聖藥局,嘉義縣義竹鄉六桂村１９３－１號,(05)3416185,0,69,2020/02/10 05:47:37
5940090107,人生藥局,嘉義縣義竹鄉六桂村２鄰義竹１５３號,(05)3411428,0,20,2020/02/10 05:47:37
5940100019,全信藥局,嘉義縣鹿草鄉後堀村６６號,(05)3750477,0,2,2020/02/10 05:47:37
5940101061,嘉恩藥局,嘉義縣鹿草鄉西井村鹿草路２６１附２,(05)3751568,0,17,2020/02/10 05:47:37
5940111236,蘇藥局,嘉義縣太保市北新里中山路１段５８２號,(05)2370416,0,30,2020/02/10 05:47:37
5940111361,慧敏藥局,嘉義縣太保市北新里中山路一段８０２號,(05)2381133,0,6,2020/02/10 05:47:37
5940111398,愛心藥局,嘉義縣太保市中山路１段３１１－６號１樓,(05)2386150,0,4,2020/02/10 05:47:37
5940111450,祥和藥局,嘉義縣太保市太保二路１４９號１樓,(05)3623006,0,24,2020/02/10 05:47:37
5940120048,瑞和堂藥局,嘉義縣水上鄉水頭村正義路７７號,(05)2682518,0,10,2020/02/10 05:47:37
5940120057,大仁藥局,嘉義縣水上鄉柳鄉村柳子林９９－２號,(05)2681458,0,28,2020/02/10 05:47:37
5940120137,德安藥局,嘉義縣水上鄉南和村後寮２６之６號,(05)2688835,0,92,2020/02/10 05:47:37
5940120191,大嘉藥局,嘉義縣水上鄉正義路１巷１６號,(05)2689031,0,2,2020/02/10 05:47:37
5940121205,楊藥局,嘉義縣水上鄉忠和村６８之５號,(05)2890687,0,28,2020/02/10 05:47:37
5940121241,杏同藥局,嘉義縣水上鄉水頭村中正路１１６號,(05)2600037,1,25,2020/02/10 05:47:37
5940121303,宏益藥局,嘉義縣水上鄉正義路５１號,(05)2601714,2,0,2020/02/10 05:47:37
5940121349,照安藥局,嘉義縣水上鄉水頭村中興路４０８號,(05)2687897,4,23,2020/02/10 05:47:37
5940121358,嘉泰健保藥局,嘉義縣水上鄉水頭村中興路３０７號,(05)2681028,0,6,2020/02/10 05:47:37
5940130071,祥安藥局,嘉義縣中埔鄉隆興村１０鄰６號,(05)2534897,0,25,2020/02/10 05:47:37
5940130142,顏藥局,嘉義縣中埔鄉中埔村中正路４４號,(05)2536459,0,6,2020/02/10 05:47:37
5940131283,一心藥局,嘉義縣中埔鄉富收村頂中下街３１、３１－１號１樓,(05)2303553,0,16,2020/02/10 05:47:37
5940131292,株一藥局,嘉義縣中埔鄉和興村中山路五段９０９號,(05)2397739,0,2,2020/02/10 05:47:37
5940131354,宏達藥局,嘉義縣中埔鄉金蘭村頂山門４４－１號１樓,(05)2399786,4,8,2020/02/10 05:47:37
5940131363,和睦藥局,嘉義縣中埔鄉中山路５段８２１號１樓,(05)2395283,0,4,2020/02/10 05:47:37
5940131381,頂六藥局,嘉義縣中埔鄉金蘭村頂山門３４之６５號,(05)2303192,22,82,2020/02/10 05:47:37
5940131390,寶興藥局,嘉義縣中埔鄉中山路五段９６７號,(05)2397308,0,9,2020/02/10 05:47:37
5940140031,泰安藥局,嘉義縣竹崎鄉內埔村元興路１０６號,(05)2542758,0,118,2020/02/10 05:47:37
5940140068,邱藥局,嘉義縣竹崎鄉灣橋村３６３號,(05)2791199,0,58,2020/02/10 05:47:37
5940140077,保健藥局,嘉義縣竹崎鄉內埔村元興路１１９之１號,(05)2541226,2,4,2020/02/10 05:47:37
5940140111,大豐藥局,嘉義縣竹崎鄉內埔村元興路１１１號,(05)2542688,0,22,2020/02/10 05:47:37
5940140148,仁壽藥局,嘉義縣竹崎鄉竹崎村中山路１８９號,(05)2612328,4,28,2020/02/10 05:47:37
5940141207,灣橋藥局,嘉義縣竹崎鄉灣橋村２２４號,(05)2793577,78,96,2020/02/10 05:47:37
5940141298,德勝藥局,嘉義縣竹崎鄉中山路１８４號,(05)2611016,0,22,2020/02/10 05:47:37
5940141305,東義藥局,嘉義縣竹崎鄉獅埜村東義２０－１８號,(05)2110957,0,20,2020/02/10 05:47:37
5940150055,榮輝藥局,嘉義縣梅山鄉梅東村中山路２６－３號,(05)2620403,0,74,2020/02/10 05:47:37
5940150073,科有藥局,嘉義縣梅山鄉北興街１２號,(05)2621106,12,28,2020/02/10 05:47:37
5940151132,太田藥局,嘉義縣梅山鄉中山路１６７號,(05)2626447,0,19,2020/02/10 05:47:37
5940180035,山芙蓉藥局,嘉義縣阿里山鄉樂野村８－３號,(05)2561198,86,68,2020/02/10 05:47:37
5941010103,亞洲藥局,臺南市新營區延平里復興路３３之２號,(06)6327366,0,96,2020/02/10 05:47:37
5941010185,安立藥局,臺南市新營區王公里中正路９８號,(06)6321689,0,22,2020/02/10 05:47:37
5941010256,人生藥局,臺南市新營區永生里中山路２４９號,(06)6322458,152,100,2020/02/10 05:47:37
5941010283,成大藥局,臺南市新營區太北里７３之１號,(06)6524398,2,50,2020/02/10 05:47:37
5941010292,嘉南藥局,臺南市新營區中營里中山路３４之３號,(06)6322613,4,62,2020/02/10 05:47:37
5941010309,鴻達藥局,臺南市新營區民生里復興路１２４號,(06)6358837,0,2,2020/02/10 05:47:37
5941010416,佑康藥局,臺南市新營區新進路２段１０３號,(06)6354620,0,12,2020/02/10 05:47:37
5941011495,毛藥局,臺南市新營區民權里三民路１０８號,(06)6323466,28,80,2020/02/10 05:47:37
5941011548,欣欣藥局,臺南市新營區太北里１４６之２８號,(06)6530179,0,56,2020/02/10 05:47:37
5941011600,人安藥局,臺南市新營區民權里信義街７０號,(06)6376863,2,50,2020/02/10 05:47:37
5941011637,健而康藥局,臺南市新營區中山路２００號,(06)6355224,48,92,2020/02/10 05:47:37
5941011646,仁愛藥局,臺南市新營區民權路８２號,(06)6320209,26,124,2020/02/10 05:47:37
5941011708,兆豐藥局,臺南市新營區忠政里中正路５７–１６號,(06)6352205,6,54,2020/02/10 05:47:37
5941011780,均安藥局,臺南市新營區三民路１３８之１附１號,(06)6376987,0,48,2020/02/10 05:47:37
5941011833,幼幼藥局,臺南市新營區復興路１２９之３號,(06)6353953,0,62,2020/02/10 05:47:37
5941011842,康泰藥師藥局,臺南市新營區民生路１６之１號１樓,(06)6377807,0,88,2020/02/10 05:47:37
5941011851,新日康藥局,臺南市新營區三仙里民權路６３之３號,(06)6332833,9,0,2020/02/10 05:47:37
5941020029,新崇安藥局,臺南市鹽水區三生里朝琴路７號,(06)6521293,4,0,2020/02/10 05:47:37
5941030043,源大醫藥局,臺南市白河區永安里中正路５５號,(06)6831128,0,24,2020/02/10 05:47:37
5941030089,新信安藥局,臺南市白河區中山路５１號,(06)6852173,0,106,2020/02/10 05:47:37
5941030114,協宏藥局,臺南市白河區竹門里９８之３號,(06)6852961,0,124,2020/02/10 05:47:37
5941031237,泰安藥局,臺南市白河區外角里新興路４８７號,(06)6840560,0,132,2020/02/10 05:47:37
5941040012,杏林藥局,臺南市麻豆區晉江里興中路１３６號,(06)5722692,0,22,2020/02/10 05:47:37
5941040049,安安藥局,臺南市麻豆區興中路８８號,(06)5727475,6,0,2020/02/10 05:47:37
5941040067,永福藥局,臺南市麻豆區仁愛路７號,(06)5723329,0,40,2020/02/10 05:47:37
5941040085,信興藥局,臺南市麻豆區保安里興中路１１５號,(06)5722002,4,22,2020/02/10 05:47:37
5941040129,麻豆王藥局,臺南市麻豆區穀興里中山路１１–２號,(06)5721001,0,40,2020/02/10 05:47:37
5941041224,信義藥局,臺南市麻豆區晉江里信義路３４之１２號,(06)5725120,52,84,2020/02/10 05:47:37
5941041233,神農藥局,臺南市麻豆區東角里興中路１９５號,(06)5721136,1,56,2020/02/10 05:47:37
5941041297,台灣藥局,臺南市麻豆區信義路１１之１３號,(06)5726126,0,12,2020/02/10 05:47:37
5941041313,市伍藥局,臺南市麻豆區中正路７３號１樓,(06)5724589,0,76,2020/02/10 05:47:37
5941041322,紘信藥局,臺南市麻豆區中山路１４７號,(06)5711289,1,44,2020/02/10 05:47:37
5941050045,佳晟藥局,臺南市佳里區安西里光復路２６５號,(06)7220732,0,40,2020/02/10 05:47:37
5941050054,立昌藥局,臺南市佳里區安西里光復路２４４號,(06)7225314,0,47,2020/02/10 05:47:37
5941050063,新生中西藥局,臺南市佳里區忠仁里新生路８７號,(06)7224563,0,14,2020/02/10 05:47:37
5941050072,伯仲藥局,臺南市佳里區光復路１２４號,(06)7228322,0,40,2020/02/10 05:47:37
5941050090,普羅藥局,臺南市佳里區新生路３０３號,(06)7232252,0,20,2020/02/10 05:47:37
5941050107,百興藥局,臺南市佳里區安西里文化路２５９號,(06)7222735,0,28,2020/02/10 05:47:37
5941051266,佑佑藥局,臺南市佳里區安西里文化路２４８號,(06)7214426,0,56,2020/02/10 05:47:37
5941051417,賀康藥局,臺南市佳里區文化路２０７號,(06)7221447,0,72,2020/02/10 05:47:37
5941051426,家名藥局,臺南市佳里區延平路３５７號,(06)7236695,0,20,2020/02/10 05:47:37
5941051453,佳佳藥局,臺南市佳里區中山路３８６號,(06)7227639,0,98,2020/02/10 05:47:37
5941051462,星興藥局,臺南市佳里區延平路４０３號,(06)7236993,0,120,2020/02/10 05:47:37
5941051499,雅倫藥局,臺南市佳里區建南街１６５號１樓,(06)7229488,0,16,2020/02/10 05:47:37
5941051524,萊安藥局,臺南市佳里區中山路２２２號,(06)7223780,0,24,2020/02/10 05:47:37
5941051542,黃藥師藥局,臺南市佳里區忠孝路２９３號１樓,(06)7217033,0,12,2020/02/10 05:47:37
5941051579,永星藥局,臺南市佳里區文化路１７６號,(06)7234300,0,48,2020/02/10 05:47:37
5941060050,炳騰藥局,台南市新化區那拔里２９０號,(06)5911687,0,38,2020/02/10 05:47:37
5941061146,欣華藥局,臺南市新化區護國里中正路４０４號,(06)5908832,12,54,2020/02/10 05:47:37
5941061173,杏安藥局,臺南市新化區武安里信義路３２０號,(06)5801081,0,60,2020/02/10 05:47:37
5941061299,元一藥師藥局,臺南市新化區中正路５２８號,(06)5980795,0,42,2020/02/10 05:47:37
